track_name,artist_name,artist_count,released_year,released_month,released_day,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,number_characters
Last Last,Burna Boy,1,2022,5,12,147100093,88,D#,Minor,80,55,56,13,0,8,9,9
Sticky,Drake,1,2022,6,17,95963756,137,A#,Minor,88,8,49,9,0,9,14,6
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,43069902,157,A,Major,88,52,69,0,0,8,23,30
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,88272080,130,F#,Major,95,83,57,54,0,10,25,8
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,60746114,90,C#,Major,85,80,83,10,0,8,11,7
die first,Nessa Barrett,1,2022,6,24,66037769,183,G#,Minor,44,44,67,7,0,12,13,9
Afraid To Feel,LF System,1,2022,5,2,122700992,128,C#,Major,58,68,91,2,0,27,11,14
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,64818997,130,D#,Minor,71,78,40,46,0,7,45,14
cï¿½ï¿½mo dormi,Rels B,1,2022,8,4,166170094,126,C#,Major,63,56,43,24,0,12,23,15
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,85579838,130,E,Minor,72,18,46,7,0,28,8,38
Si Te La Encuentras Por Ahï¿½,Feid,1,2022,8,5,89754546,172,G#,Minor,74,46,58,15,0,13,8,29
GIVENCHY,Duki,1,2022,7,20,92850026,103,G#,Major,61,38,62,14,0,23,40,8
ALIEN SUPERSTAR,Beyoncï¿½,1,2022,7,29,86108977,122,A#,Minor,55,46,64,0,0,17,10,15
Mary On A Cross,Ghost,1,2019,9,13,78192125,130,B,Major,47,56,90,0,0,10,4,15
Attention,NewJeans,1,2022,8,1,132689636,105,A#,Minor,81,70,65,24,0,8,4,9
THE SHADE,Rex Orange County,1,2022,3,11,122770616,120,F,Major,90,73,51,39,0,9,6,9
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,48927235,145,G,Major,56,43,53,24,0,12,4,37
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,143998524,99,G,Minor,79,64,59,28,0,11,14,10
Heartless,Kanye West,1,2008,1,1,57599372,88,A#,Minor,79,66,65,5,0,25,14,9
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,61890901,126,A,Major,81,90,73,28,0,29,4,57
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,162132164,113,G#,Major,70,97,59,55,0,27,12,3
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,120760192,132,B,Major,82,49,88,20,0,21,3,15
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,96176531,135,G#,Major,77,74,74,47,0,34,8,6
Forget Me,Lewis Capaldi,1,2022,9,9,120004918,102,C#,Minor,67,72,74,30,0,36,4,9
Bound 2,Kanye West,1,2013,1,1,65546887,149,C#,Major,37,28,66,14,0,9,5,7
Talk that Talk,TWICE,1,2022,8,26,94974904,120,D#,Minor,77,78,91,14,0,33,12,14
BILLIE EILISH.,Armani White,1,2022,1,20,138912547,100,C#,Major,90,75,50,11,0,9,26,14
Ferxxo 100,Feid,1,2022,6,3,139808652,164,G#,Minor,70,58,57,25,0,15,7,10
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,111483373,93,A#,Minor,65,79,66,31,0,22,7,24
Prohibidox,Feid,1,2022,9,13,92928033,180,C#,Minor,65,52,80,5,0,6,25,10
Static,Steve Lacy,1,2022,7,15,101479495,79,C#,Major,34,22,31,43,63,10,7,6
Talk,YEAT,1,2022,9,2,74416391,140,E,Minor,70,26,76,8,0,54,23,4
XQ Te Pones Asï¿½,"Yandel, Feid",2,2022,9,13,23605838,92,A#,Major,81,48,70,13,0,15,7,17
Selfish,PnB Rock,1,2016,6,23,48376000,102,C#,Minor,64,4,60,11,0,19,4,7
Sin Seï¿½ï¿½,"Ovy On The Drums, Quevedo",2,2022,7,22,104814563,118,B,Minor,82,75,85,33,1,11,4,12
Lady Mi Amor,Feid,1,2022,9,13,27061186,93,D,Major,78,75,62,6,0,15,6,12
Poland,Lil Yachty,1,2022,6,23,57810060,150,F,Minor,70,26,56,14,83,11,5,6
THE LONELIEST,Mï¿½ï¿½ne,1,2022,10,7,112828038,130,D,Major,52,24,60,0,0,8,3,13
Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,42454736,83,D#,Minor,65,24,53,6,0,51,4,7
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,79819386,102,A,Major,84,43,75,5,0,6,8,10
Nxde,(G)I-DLE,1,2022,10,17,85568178,136,E,Minor,73,65,91,4,0,48,18,4
we fell in love in october,girl in red,1,2018,11,21,122018655,130,G,Major,57,24,37,11,18,16,3,26
2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,124154172,156,G,Major,72,92,77,9,0,8,11,23
Celestial,Ed Sheeran,1,2022,9,29,88458049,123,D,Major,57,50,85,5,0,16,4,9
Typa Girl,BLACKPINK,1,2022,9,16,118069079,132,G,Major,92,53,62,7,0,63,10,9
California Breeze,Lil Baby,1,2022,10,14,42886631,162,F,Minor,74,22,67,0,0,11,46,17
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",3,2022,9,22,73294524,138,A#,Major,80,82,81,14,0,13,36,25
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,94085420,161,A#,Minor,59,62,60,12,0,5,44,19
Major Distribution,"Drake, 21 Savage",2,2022,11,4,77625155,131,G#,Minor,91,23,55,1,0,7,32,18
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,95905994,122,E,Minor,75,45,63,6,0,35,12,37
Vigilante Shit,Taylor Swift,1,2022,10,21,127142487,80,E,Minor,80,16,28,17,0,12,39,14
Question...?,Taylor Swift,1,2022,10,21,111810966,109,G,Major,75,11,50,20,0,30,17,12
On BS,"Drake, 21 Savage",2,2022,11,4,85419955,158,A,Major,84,33,36,2,0,39,59,5
Mastermind,Taylor Swift,1,2022,10,21,109433193,126,E,Major,66,12,35,55,0,9,14,10
Circo Loco,"Drake, 21 Savage",2,2022,11,4,71037650,104,C#,Major,73,25,61,1,0,32,7,10
Spin Bout U,"Drake, 21 Savage",2,2022,11,4,99430724,130,G,Major,77,20,70,1,0,16,5,11
"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,88973837,158,G,Major,48,55,84,43,0,15,12,29
Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,35636723,114,D,Minor,62,25,44,51,33,14,3,12
Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,56358746,144,F,Major,93,62,61,0,0,12,20,18
The Astronaut,Jin,1,2022,10,28,101972529,125,F,Major,54,22,76,0,0,14,3,13
BackOutsideBoyz,Drake,1,2022,11,4,46800477,142,F,Minor,85,40,43,4,0,39,32,15
Broke Boys,"Drake, 21 Savage",2,2022,11,4,53257420,120,D,Major,64,11,53,1,0,25,27,10
The Great War,Taylor Swift,1,2022,10,21,90918022,96,F,Major,57,55,74,22,0,8,4,13
My Mind & Me,Selena Gomez,1,2022,11,3,45851022,144,A,Major,60,24,39,57,0,8,3,12
Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,61088274,166,F#,Major,42,7,24,83,1,12,6,25
A Veces (feat. Feid),"Feid, Paulo Londra",2,2022,11,3,36848733,92,C#,Major,80,81,67,4,0,8,6,20
En La De Ella,"Feid, Sech, Jhayco",3,2022,10,20,67115175,97,C#,Major,82,67,77,8,0,12,5,13
Alone,Burna Boy,1,2022,11,4,48123704,90,E,Minor,61,32,67,15,0,11,5,5
