track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,number_characters
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,145491285,10,72,8,3,14,149,G#,Major,66,85,60,40,0,14,13,13
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,359,2,60350538,1,0,9,0,0,110,F#,Minor,66,32,40,81,0,11,3,43
Players,Coi Leray,1,2022,11,30,4096,6,169212709,118,48,143,0,240,105,F#,Major,95,62,52,3,0,5,16,7
Bite Me,ENHYPEN,1,2023,5,22,349,69,76767396,8,96,5,0,56,105,C#,Major,80,69,78,28,0,11,14,7
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,381,5,46065667,23,82,6,0,113,134,B,Major,76,61,58,6,0,16,3,33
Normal,Feid,1,2022,7,8,2461,36,231934523,47,66,45,5,6,170,E,Minor,71,59,56,4,0,27,12,6
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,277,1,39666245,1,20,5,0,1,81,F#,Major,59,26,60,46,1,25,13,40
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,2023,3,1,967,5,138517666,7,29,51,1,29,154,F#,Major,63,75,92,31,0,91,5,26
Bad Habit,Steve Lacy,1,2022,6,29,8186,12,415429990,155,72,131,16,29,169,C#,Major,69,69,51,63,0,38,4,9
CUFF IT,Beyoncï¿½,1,2022,7,29,7842,10,300929775,215,88,330,26,23,115,G,Major,78,64,69,4,0,7,14,7
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,5,215,6,51985779,6,14,8,2,4,84,A,Minor,43,14,74,1,0,19,8,45
69,"Nicky Jam, Feid",2,2023,5,18,1134,22,57945987,39,14,48,2,3,93,G#,Major,79,58,62,11,0,11,23,2
Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,2023,4,21,1305,34,115010040,29,26,43,5,44,91,G,Major,82,47,62,10,0,10,15,12
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833,58,70,43,0,182,142,A#,Minor,82,54,44,6,0,33,7,15
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿½",2,2023,5,19,896,0,57089066,34,2,33,0,1,126,C#,Major,78,20,70,1,0,16,4,44
Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,246635251,51,43,38,10,1,97,A#,Major,73,10,44,26,0,16,8,13
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197,0,32761689,3,10,3,0,0,101,F,Major,92,59,51,41,51,26,8,123
Efecto,Bad Bunny,1,2022,5,6,4004,33,528977252,34,65,43,6,2,98,G,Minor,80,23,48,14,0,6,5,6
Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984,5,153454328,8,57,76,2,49,154,F#,Major,59,63,89,18,0,80,9,22
Cupido,Tini,1,2023,2,14,1240,24,217672943,51,29,63,4,54,120,A,Major,91,63,58,52,0,31,22,6
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,230878262,72,27,47,0,0,150,B,Major,49,4,55,7,0,6,3,15
Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,247003500,69,100,154,20,438,202,A#,Major,34,25,51,69,0,18,4,17
Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,289684579,84,84,42,0,23,153,B,Minor,56,42,52,5,0,36,24,9
Easy On Me,Adele,1,2021,10,14,10195,20,478108458,258,87,657,22,9,142,F,Major,60,13,37,58,0,13,3,10
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2,2023,5,11,269,4,71573339,7,2,30,1,11,108,A,Minor,84,55,47,26,0,20,64,13
Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,214,0,24975653,3,3,6,0,0,143,B,Major,83,25,69,4,0,23,12,30
Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,1,2023,2,14,845,2,145458418,12,57,47,1,33,108,D,Major,67,55,67,60,0,80,5,18
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,116822680,41,22,56,4,84,93,F#,Minor,84,96,79,43,0,18,11,6
The Color Violet,Tory Lanez,1,2021,12,10,2585,32,141426170,3,79,21,1,54,105,F#,Minor,65,46,53,16,0,9,5,16
Glimpse of Us,Joji,1,2022,6,10,6330,6,499200284,109,42,158,3,31,170,G#,Major,44,27,32,89,0,14,5,13
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,50847624,9,13,11,0,1,178,C#,Minor,62,56,66,18,0,12,5,12
Curtains,Ed Sheeran,1,2023,5,5,715,0,39893489,37,3,27,0,50,176,F#,Minor,50,44,76,10,0,32,5,8
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,327,13,92035115,14,110,9,0,49,104,E,Minor,80,38,88,11,0,11,5,31
Haegeum,Agust D,1,2023,4,21,244,12,118810253,6,84,10,2,9,85,G,Major,70,83,84,31,0,47,30,7
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿½",2,2023,4,30,385,4,77233241,17,7,41,1,29,117,F#,Minor,77,69,58,39,0,26,5,40
Never Felt So Alone,Labrinth,1,2023,4,7,1730,3,117747907,46,5,51,0,20,98,F,Major,44,36,41,50,0,38,5,19
X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541,45,80,53,8,4,178,C#,Minor,79,58,78,34,0,11,25,13
ceilings,Lizzy McAlpine,1,2022,4,8,3242,9,148059382,67,55,48,0,6,148,A,Major,51,27,33,48,0,22,3,8
Cupid,Fifty Fifty,1,2023,2,24,526,10,139681964,15,93,30,0,320,120,D,Major,77,94,66,65,0,38,3,5
I AM,IVE,1,2023,4,10,366,15,123132751,16,102,7,0,55,122,E,Minor,68,38,88,1,0,8,5,4
Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,432,12,162887075,8,14,12,2,33,96,D,Major,93,47,47,33,0,10,36,12
Super,SEVENTEEN,1,2023,4,24,271,12,91221625,16,103,9,0,55,137,G#,Major,77,35,88,16,0,17,9,5
Slut Me Out,NLE Choppa,1,2022,4,22,816,4,96197880,21,4,13,0,4,121,F#,Minor,94,71,61,12,0,53,42,11
Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,1169,0,96180277,36,65,28,0,0,119,A,Minor,60,10,57,1,0,50,3,28
All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,1282,6,38544666,26,6,19,0,5,96,D,Major,72,40,47,71,0,13,4,33
PROVENZA,Karol G,1,2022,4,21,6587,34,446972053,114,104,147,11,20,111,C#,Major,87,53,52,66,1,11,5,8
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,1444,4,104992946,0,0,0,0,0,148,A,Major,90,74,68,14,0,10,19,33
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356,10,147290338,4,64,4,2,37,182,A,Major,57,80,59,8,0,6,5,9
Igualito a Mi Apï¿½,"Fuerza Regida, Peso Pluma",2,2022,12,30,265,6,80270217,8,84,5,1,4,145,E,Minor,76,80,81,19,0,6,9,19
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,351,9,76910644,16,90,10,0,64,110,B,Minor,76,26,70,1,0,41,6,33
Komang,Raim Laode,1,2022,8,16,158,4,69247536,5,6,1,1,18,134,G,Major,70,35,41,41,0,10,3,6
DESPECHï¿½,ROSALï¿½,1,2022,7,28,7613,33,395096408,180,90,422,15,55,130,G,Major,92,78,62,18,0,6,10,10
Made You Look,Meghan Trainor,1,2022,10,21,3956,6,253800267,142,23,127,3,16,145,A#,Major,84,88,53,35,0,8,7,13
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,207033255,0,0,21,0,0,130,B,Minor,69,36,90,1,10,15,4,39
Punto G,Quevedo,1,2022,11,4,1985,35,192486255,34,26,37,5,1,92,B,Minor,75,55,76,25,0,10,15,7
Lovers Rock,TV Girl,1,2014,6,5,6339,13,50929829,3,1,36,1,37,105,F,Minor,56,57,87,0,1,10,4,11
METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561,24,121585174,18,78,24,0,30,175,G,Minor,59,15,64,43,90,12,10,13
Mami Chula,"Quevedo, Jhayco",2,2023,4,27,875,4,61105704,17,13,27,0,43,120,G,Minor,80,33,70,22,0,9,4,10
En Paris,"El Chachito, Junior H",2,2022,12,24,406,5,100129045,3,31,2,1,0,139,D#,Minor,70,77,48,37,0,12,5,8
I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,123534588,30,70,142,0,27,114,A#,Major,32,17,74,14,0,17,3,17
Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,5,4,105,0,34502215,5,9,5,0,0,145,B,Minor,54,19,48,36,0,37,5,40
Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,2651,30,153579842,21,55,32,3,0,94,G#,Major,89,61,66,17,0,36,16,13
Call Out My Name,The Weeknd,1,2018,3,29,11087,6,253873927,151,107,801,1,105,134,C#,Major,45,17,60,21,0,33,4,16
Like Crazy (English Version),Jimin,1,2023,3,24,373,19,173627354,4,72,5,0,5,120,G,Major,62,32,76,0,0,39,4,28
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,2,2,200,4,90025258,8,77,2,1,1,123,G,Minor,70,86,68,24,0,11,4,11
Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741,17,221933793,156,35,110,19,0,131,A#,Major,77,84,71,35,0,15,4,7
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,1208,34,146409671,10,41,20,0,1,94,B,Major,82,53,67,34,0,9,8,17
People Pt.2 (feat. IU),"IU, Agust D",2,2023,4,7,209,4,95816024,4,45,11,2,24,89,G,Minor,73,44,57,39,0,32,6,22
REMIX EXCLUSIVO,Feid,1,2023,3,17,1235,9,117206995,20,8,15,0,6,87,F,Minor,65,71,56,4,0,15,20,15
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,654,3,100409613,11,3,18,1,1,124,B,Minor,72,79,78,55,0,15,30,39
DOGTOOTH,"Tyler, The Creator",2,2023,3,27,1479,0,80758350,23,0,18,0,33,78,G#,Major,71,80,65,51,0,22,32,8
10:35,"Tiï¿½ï¿½sto, Tate M",2,2022,11,1,4942,26,164424123,190,104,147,18,63,120,G#,Major,70,70,79,7,0,18,10,5
SORRY NOT SORRY,"Tyler, The Creator",2,2023,3,31,709,0,58473276,8,1,13,0,0,96,F#,Minor,48,50,80,40,0,37,20,15
HAPPY,NF,1,2023,3,25,660,0,52722996,22,7,11,0,78,106,G,Major,73,22,86,31,0,12,4,5
La Bebe,Yng Lvcas,1,2021,12,24,489,17,65265682,4,11,5,1,2,170,D,Minor,78,75,46,62,0,12,35,7
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,2023,3,24,407,0,77377503,16,15,5,0,1,134,B,Minor,67,11,76,8,47,30,7,20
Late Night Talking,Harry Styles,1,2022,5,20,7461,8,375565150,166,42,199,16,58,115,A#,Major,71,90,73,30,0,11,5,18
Leï¿½,Marï¿½ï¿½lia Mendo,1,2022,12,9,993,4,135233707,30,84,88,1,28,130,F#,Major,74,79,87,45,0,30,3,5
Something in the Orange,Zach Bryan,1,2022,4,22,3282,12,227099320,67,84,46,16,117,110,G,Major,59,22,38,42,0,12,3,23
VOID,Melanie Martinez,1,2023,3,29,596,0,67070410,29,9,12,0,52,100,A,Major,72,42,66,18,4,19,4,4
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,116334601,5,48,2,1,9,142,G,Minor,70,76,79,26,0,11,7,28
If We Ever Broke Up,Mae Stephens,1,2023,2,10,2040,4,165584767,81,27,66,9,444,116,G,Major,90,96,73,62,0,9,4,19
You Proof,Morgan Wallen,1,2022,5,13,2128,9,185746163,37,88,9,0,14,120,A,Major,73,64,85,25,0,61,3,9
LA INOCENTE,"Feid, Mora",2,2022,4,1,2598,37,240901862,28,57,43,8,85,92,F,Minor,76,46,79,31,0,7,6,11
Malas Decisiones,Kenia OS,1,2022,10,26,542,2,78888397,23,2,21,0,0,110,G#,Minor,81,64,79,5,0,31,3,16
Murder In My Mind,Kordhell,1,2022,1,21,2459,20,226665996,20,68,50,0,22,120,A#,Major,71,57,97,1,0,13,11,17
CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2418,26,148647783,52,66,55,1,16,115,F,Minor,95,43,69,47,0,9,31,5
I Love You So,The Walters,1,2014,11,28,7536,7,106196480,44,19,135,0,6,76,A#,Major,58,46,67,65,0,13,4,13
Dark Red,Steve Lacy,1,2017,2,20,10431,7,139451003,71,53,181,0,10,172,F#,Major,60,77,78,45,0,12,6,8
Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,324155105,231,37,"1,509",0,13,99,A#,Major,40,45,56,69,0,9,5,20
Heart To Heart,Mac DeMarco,1,2019,5,10,1640,0,50908330,27,27,29,1,1,150,G#,Minor,90,64,14,67,35,11,10,14
Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,34,0,68216992,0,0,0,0,0,92,A#,Minor,71,41,31,79,0,10,5,42
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,112909158,20,8,30,2,0,95,C#,Major,77,72,87,17,0,7,5,16
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,238268902,72,64,64,6,3,102,B,Minor,83,58,83,21,0,10,5,6
on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,615,2,116599790,22,82,8,0,9,94,B,Minor,68,81,82,53,0,9,13,28
One Thing At A Time,Morgan Wallen,1,2022,12,2,811,4,74977038,11,58,5,0,21,142,G,Major,61,92,91,0,0,26,3,19
Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,251098711,108,16,197,3,165,145,F#,Minor,59,20,74,1,0,15,5,8
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,2023,3,3,356,4,88791109,4,20,0,0,0,121,F#,Minor,64,67,80,0,0,36,3,17
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,2023,3,3,604,6,125917280,22,101,0,0,66,140,D#,Minor,66,43,76,49,0,12,3,18
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254,29,3,18,0,19,137,C#,Minor,84,44,67,8,0,11,6,46
Everything I Love,Morgan Wallen,1,2023,1,31,579,0,95623148,11,54,0,0,103,104,G#,Major,56,72,85,0,0,15,3,17
Heaven,Niall Horan,1,2023,2,17,1553,2,144584800,61,6,48,0,150,92,F,Major,57,68,76,7,0,33,3,6
LET GO,Central Cee,1,2022,12,15,2301,20,150522143,49,23,110,0,8,146,D,Minor,74,51,45,86,0,21,38,6
Sial,Mahalini,1,2023,1,23,134,4,166570053,4,6,0,0,23,120,D,Major,56,20,43,89,0,12,4,4
I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468,15,17,0,0,0,144,D,Major,68,83,81,9,0,8,4,16
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,70617184,11,101,0,0,48,94,A,Major,59,44,56,80,0,6,3,29
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,153124177,32,3,9,0,0,94,G#,Major,73,65,79,5,2,11,6,16
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2,2022,12,15,1701,15,111811842,30,15,34,2,47,113,G,Minor,79,66,74,8,0,11,5,17
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931,14,35,1,0,0,148,E,Major,50,49,76,12,0,12,3,34
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389,45,11,20,0,21,98,C#,Major,70,29,73,12,0,11,26,18
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,79172568,1,10,1,0,1,140,B,Major,58,26,38,91,0,10,4,15
Nobody Gets Me,SZA,1,2022,12,9,2536,6,143878652,59,100,58,13,2,100,G,Major,36,28,28,81,0,18,3,14
PERO Tï¿½,"Karol G, Quevedo",2,2023,2,23,387,11,93438910,11,15,14,3,1,140,F#,Major,86,68,79,39,0,11,29,9
Hype Boy,NewJeans,1,2022,8,1,892,17,183553626,20,119,12,2,7,100,E,Minor,59,78,94,27,0,29,23,8
Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,32214796,66,26,277,3,734,100,A,Minor,59,49,65,2,0,13,3,11
ï¿½ï¿½ï¿½98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272,6,15,0,0,0,142,D,Major,49,48,67,10,0,26,3,18
WANDA,Quevedo,1,2023,1,20,888,22,175399345,11,24,7,1,7,176,E,Minor,72,96,63,25,0,21,7,5
Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,102626807,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,23
Zona De Perigo,Leo Santana,1,2022,12,8,531,4,67818699,20,1,71,2,0,135,F,Major,81,97,77,75,0,35,3,14
Lovezinho,Treyce,1,2022,7,28,242,0,35385209,12,2,13,0,4,128,E,Minor,82,61,59,30,0,12,4,9
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,307693069,94,21,80,15,38,101,F,Major,74,43,69,12,0,12,7,43
Neverita,Bad Bunny,1,2022,5,6,2590,30,339039698,20,64,35,6,0,122,A#,Major,88,43,50,7,0,14,5,8
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,47261755,6,1,21,0,1,83,C#,Major,53,40,36,73,0,11,33,20
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,416010232,122,88,580,21,10,77,B,Minor,72,59,76,24,0,42,28,59
Revenge,XXXTENTACION,1,2017,8,25,3600,11,154943323,7,0,203,0,2,140,B,Minor,75,18,25,78,0,11,26,7
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,133043877,26,69,73,2,6,158,C#,Major,65,72,95,31,0,92,5,21
LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,298619781,177,109,305,3,5,176,G,Major,75,43,65,15,0,11,32,11
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,119612802,19,59,18,5,52,98,B,Major,73,88,57,56,0,5,2,12
Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971,57,4,48,0,0,107,B,Minor,66,47,40,72,0,11,3,10
After Hours,The Weeknd,1,2020,2,19,8084,6,179791556,45,115,218,1,221,109,F,Minor,66,16,57,10,1,12,3,11
About Damn Time,Lizzo,1,2022,7,15,2332,2,365566588,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,15
ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Fujii Kaze,1,2020,5,20,685,14,103817442,24,94,9,0,23,158,F#,Minor,60,52,76,17,0,19,5,63
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,156289353,53,7,56,3,1,94,F,Minor,74,64,73,6,0,10,6,11
Maan Meri Jaan,King,1,2022,10,12,288,6,161381214,11,80,1,0,8,96,F#,Minor,70,40,51,35,0,10,4,14
Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,459045856,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3,11
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,361091739,0,0,0,0,0,105,A,Major,58,42,68,1,0,14,4,11
LLYLM,ROSALï¿½,1,2023,1,27,1838,0,124988687,105,41,114,1,59,170,F#,Minor,56,56,63,13,0,19,27,5
TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790,88,24,101,7,451,122,G#,Major,64,25,89,0,0,15,9,9
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,152031068,23,95,11,0,3,105,A#,Minor,88,82,80,8,0,11,8,11
Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,78950979,27,0,28,13,0,133,F,Major,66,74,84,25,0,21,4,12
Shirt,SZA,1,2022,10,28,3469,0,156375209,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10,5
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,150151075,129,31,212,1,41,177,A,Major,25,17,30,90,0,13,3,77
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,167915653,113,17,208,0,192,142,D,Minor,64,31,72,15,0,9,5,46
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,64350876,47,60,87,12,124,144,E,Minor,57,47,84,1,1,52,4,16
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,221724798,113,92,259,0,1,120,B,Minor,65,80,86,9,0,19,10,27
"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,16440862,9,1,12,4,3,135,D,Major,92,73,51,55,0,15,6,12
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,689417,13,78,2,0,0,105,G,Major,82,62,74,10,0,33,7,17
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,93075889,12,1,11,0,8,108,F#,Minor,44,38,77,9,0,9,20,19
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,306212551,124,66,212,13,1,174,F,Major,70,57,64,23,0,8,32,11
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253,33,7,53,2,0,90,A#,Minor,68,83,71,3,0,31,8,8
TV,Billie Eilish,1,2022,7,21,3009,2,170975258,68,89,65,0,25,141,E,Minor,41,9,25,84,1,14,4,2
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,175542593,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4,20
Heather,Conan Gray,1,2020,3,20,6170,7,335277577,82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3,7
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,70794420,21,79,2,0,0,116,G#,Minor,77,65,80,6,0,15,4,30
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809,12,56,13,0,13,125,A#,Minor,71,83,89,1,0,17,9,15
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,281075468,128,84,75,0,35,83,C#,Major,46,34,64,31,0,7,34,31
Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,479212807,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,15
After Dark,Mr.Kitty,1,2014,8,8,1776,14,70664046,1,9,3,0,0,140,G#,Major,58,4,60,7,41,8,3,10
MIDDLE OF THE NIGHT,Elley Duhï¿½,1,2020,1,10,4057,8,224618226,78,21,240,1,52,186,E,Minor,41,9,61,2,0,12,5,19
Atlantis,Seafret,1,2015,4,22,3045,6,68683436,43,53,134,1,32,166,G#,Minor,40,23,48,5,0,12,3,8
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,87873469,14,1,50,0,0,87,G,Major,87,52,52,31,0,28,24,12
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,143816793,72,97,58,0,154,82,G#,Major,40,39,64,21,0,7,7,20
Blind,SZA,1,2022,12,9,1484,0,82458392,22,51,12,0,0,114,A,Minor,46,60,28,91,0,21,4,5
Die For You,Joji,1,2022,11,4,1703,0,124426943,38,45,36,16,0,148,G#,Major,47,15,52,38,13,29,5,11
Doja,Central Cee,1,2022,7,20,4169,44,243539934,57,44,183,1,11,140,F#,Major,91,97,57,38,0,40,29,4
Gatita,Bellakath,1,2022,10,3,1054,0,85185656,9,0,15,0,1,101,G,Major,90,76,81,15,24,33,6,6
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,39637345,39,45,27,0,1,140,C#,Minor,81,6,84,5,23,6,6,6
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,98735861,12,22,12,0,2,88,G,Minor,49,24,66,19,0,18,29,57
Yonaguni,Bad Bunny,1,2021,6,4,9644,28,428629579,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12,8
Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,216486196,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24,17
Limbo,Freddie Dredd,1,2022,8,11,688,0,100690016,14,1,17,0,2,75,B,Minor,80,46,62,3,6,11,46,5
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,330674451,238,122,557,17,58,121,F#,Minor,67,26,64,52,0,17,10,17
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,107786447,34,54,34,0,2,140,D,Minor,58,17,62,18,0,20,8,13
KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,106069575,38,101,26,0,0,102,C#,Major,58,29,94,0,0,9,11,9
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,115098894,70,0,49,0,0,82,A,Major,70,31,34,60,1,11,4,42
Good Days,SZA,1,2020,12,24,10426,2,212896225,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6,9
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,464236191,198,13,544,0,60,103,F#,Minor,70,92,83,1,0,7,6,25
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,91824691,2,4,6,0,0,85,F,Minor,65,36,47,31,0,12,10,35
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,233709680,173,79,175,0,168,125,C#,Minor,84,70,69,1,0,5,5,7
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,176066779,8,18,20,0,1,120,D,Major,69,40,39,41,0,13,6,23
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿½,1,2011,10,14,12353,0,69844544,35,0,549,0,0,93,E,Major,35,38,23,91,0,29,3,43
Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,48659320,144,99,251,0,0,160,G#,Major,51,69,81,0,0,21,5,19
Holly Jolly Christmas,Michael Bublï¿½,1,2011,10,14,7655,0,41189535,5,0,291,0,0,151,G,Major,65,70,47,87,0,9,4,21
Mistletoe,Justin Bieber,1,2011,1,1,9577,0,54416019,195,111,310,0,0,162,F#,Minor,67,88,54,51,0,9,4,9
